job_id,job_role,job_description,skills
142,Cloud Architect,"We are looking for a Cloud Architect with experience in React, Kubernetes, TensorFlow, Django, Azure. The candidate will be responsible for designing, developing, and deploying applications.","React, Kubernetes, TensorFlow, Django, Azure"
143,Frontend Developer,"We are looking for a Frontend Developer with experience in Python, Django, TensorFlow, Kubernetes, Computer Vision, PyTorch. The candidate will be responsible for designing, developing, and deploying applications.","Python, Django, TensorFlow, Kubernetes, Computer Vision, PyTorch"
144,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with experience in CI/CD, NumPy, Java, Django, NLP. The candidate will be responsible for designing, developing, and deploying applications.","CI/CD, NumPy, Java, Django, NLP"
145,ML Engineer,"We are looking for a ML Engineer with experience in SQL, NumPy, Computer Vision, PyTorch, TensorFlow. The candidate will be responsible for designing, developing, and deploying applications.","SQL, NumPy, Computer Vision, PyTorch, TensorFlow"
146,Backend Developer,"We are looking for a Backend Developer with experience in Computer Vision, Flask, PyTorch, NoSQL, NumPy. The candidate will be responsible for designing, developing, and deploying applications.","Computer Vision, Flask, PyTorch, NoSQL, NumPy"
147,Backend Developer,"We are looking for a Backend Developer with experience in Hadoop, CI/CD, Python, NLP, Kubernetes. The candidate will be responsible for designing, developing, and deploying applications.","Hadoop, CI/CD, Python, NLP, Kubernetes"
148,AI Researcher,"We are looking for a AI Researcher with experience in GCP, SQL, Flask, Hadoop, NLP. The candidate will be responsible for designing, developing, and deploying applications.","GCP, SQL, Flask, Hadoop, NLP"
149,Cloud Architect,"We are looking for a Cloud Architect with experience in Flask, AWS, Scrum, C++. The candidate will be responsible for designing, developing, and deploying applications.","Flask, AWS, Scrum, C++"
150,Backend Developer,"We are looking for a Backend Developer with experience in Angular, Python, CI/CD, Computer Vision. The candidate will be responsible for designing, developing, and deploying applications.","Angular, Python, CI/CD, Computer Vision"
151,Web Developer,"We are looking for a Web Developer with experience in Computer Vision, CI/CD, Docker, GCP. The candidate will be responsible for designing, developing, and deploying applications.","Computer Vision, CI/CD, Docker, GCP"
152,Data Analyst,"We are looking for a Data Analyst with experience in Azure, Computer Vision, React, Scrum. The candidate will be responsible for designing, developing, and deploying applications.","Azure, Computer Vision, React, Scrum"
153,DevOps Engineer,"We are looking for a DevOps Engineer with experience in Django, Agile, Angular, Spark, Kubernetes, Docker. The candidate will be responsible for designing, developing, and deploying applications.","Django, Agile, Angular, Spark, Kubernetes, Docker"
154,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with experience in C++, Azure, NLP, Agile, PyTorch. The candidate will be responsible for designing, developing, and deploying applications.","C++, Azure, NLP, Agile, PyTorch"
155,Cloud Architect,"We are looking for a Cloud Architect with experience in Python, SQL, PyTorch, Flask, React. The candidate will be responsible for designing, developing, and deploying applications.","Python, SQL, PyTorch, Flask, React"
156,Backend Developer,"We are looking for a Backend Developer with experience in Azure, Pandas, NLP, GCP, NoSQL. The candidate will be responsible for designing, developing, and deploying applications.","Azure, Pandas, NLP, GCP, NoSQL"
157,Product Manager,"We are looking for a Product Manager with experience in React, Django, Flask, Kubernetes. The candidate will be responsible for designing, developing, and deploying applications.","React, Django, Flask, Kubernetes"
158,Software Engineer,"We are looking for a Software Engineer with experience in Agile, React, C++, NoSQL, Azure, Java. The candidate will be responsible for designing, developing, and deploying applications.","Agile, React, C++, NoSQL, Azure, Java"
159,Software Engineer,"We are looking for a Software Engineer with experience in CI/CD, Scrum, Azure, GCP. The candidate will be responsible for designing, developing, and deploying applications.","CI/CD, Scrum, Azure, GCP"
160,Cloud Architect,"We are looking for a Cloud Architect with experience in Kubernetes, React, Hadoop, GCP. The candidate will be responsible for designing, developing, and deploying applications.","Kubernetes, React, Hadoop, GCP"
161,Data Scientist,"We are looking for a Data Scientist with experience in Kubernetes, Angular, NoSQL, TensorFlow. The candidate will be responsible for designing, developing, and deploying applications.","Kubernetes, Angular, NoSQL, TensorFlow"
162,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with experience in React, Python, SQL, CI/CD. The candidate will be responsible for designing, developing, and deploying applications.","React, Python, SQL, CI/CD"
163,Product Manager,"We are looking for a Product Manager with experience in PyTorch, Azure, React, NumPy, Java, Spark. The candidate will be responsible for designing, developing, and deploying applications.","PyTorch, Azure, React, NumPy, Java, Spark"
164,Data Scientist,"We are looking for a Data Scientist with experience in GCP, Scrum, NLP, Python, Agile, SQL. The candidate will be responsible for designing, developing, and deploying applications.","GCP, Scrum, NLP, Python, Agile, SQL"
165,Cloud Architect,"We are looking for a Cloud Architect with experience in Java, Pandas, Agile, Hadoop. The candidate will be responsible for designing, developing, and deploying applications.","Java, Pandas, Agile, Hadoop"
166,ML Engineer,"We are looking for a ML Engineer with experience in Spark, NumPy, Pandas, Django, NLP, Computer Vision. The candidate will be responsible for designing, developing, and deploying applications.","Spark, NumPy, Pandas, Django, NLP, Computer Vision"
167,Cloud Architect,"We are looking for a Cloud Architect with experience in Azure, GCP, NLP, AWS. The candidate will be responsible for designing, developing, and deploying applications.","Azure, GCP, NLP, AWS"
168,Data Scientist,"We are looking for a Data Scientist with experience in AWS, React, Computer Vision, NLP, Docker. The candidate will be responsible for designing, developing, and deploying applications.","AWS, React, Computer Vision, NLP, Docker"
169,Software Engineer,"We are looking for a Software Engineer with experience in PyTorch, TensorFlow, C++, NLP. The candidate will be responsible for designing, developing, and deploying applications.","PyTorch, TensorFlow, C++, NLP"
170,DevOps Engineer,"We are looking for a DevOps Engineer with experience in CI/CD, NumPy, Agile, React, Django, GCP. The candidate will be responsible for designing, developing, and deploying applications.","CI/CD, NumPy, Agile, React, Django, GCP"
171,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with experience in AWS, Pandas, C++, GCP, NumPy. The candidate will be responsible for designing, developing, and deploying applications.","AWS, Pandas, C++, GCP, NumPy"
172,AI Researcher,"We are looking for a AI Researcher with experience in Angular, Spark, Scrum, GCP, Kubernetes. The candidate will be responsible for designing, developing, and deploying applications.","Angular, Spark, Scrum, GCP, Kubernetes"
173,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with experience in Azure, Django, Python, CI/CD, Angular. The candidate will be responsible for designing, developing, and deploying applications.","Azure, Django, Python, CI/CD, Angular"
174,DevOps Engineer,"We are looking for a DevOps Engineer with experience in Azure, Java, Pandas, C++, React, Hadoop. The candidate will be responsible for designing, developing, and deploying applications.","Azure, Java, Pandas, C++, React, Hadoop"
175,Product Manager,"We are looking for a Product Manager with experience in Hadoop, Django, Computer Vision, Agile, Flask, Scrum. The candidate will be responsible for designing, developing, and deploying applications.","Hadoop, Django, Computer Vision, Agile, Flask, Scrum"
176,Software Engineer,"We are looking for a Software Engineer with experience in Hadoop, Angular, React, Computer Vision, Java. The candidate will be responsible for designing, developing, and deploying applications.","Hadoop, Angular, React, Computer Vision, Java"
177,AI Researcher,"We are looking for a AI Researcher with experience in Spark, Django, SQL, AWS. The candidate will be responsible for designing, developing, and deploying applications.","Spark, Django, SQL, AWS"
178,Cloud Architect,"We are looking for a Cloud Architect with experience in Agile, Flask, Python, GCP, TensorFlow, Spark. The candidate will be responsible for designing, developing, and deploying applications.","Agile, Flask, Python, GCP, TensorFlow, Spark"
179,DevOps Engineer,"We are looking for a DevOps Engineer with experience in Pandas, Kubernetes, Computer Vision, NLP, Agile. The candidate will be responsible for designing, developing, and deploying applications.","Pandas, Kubernetes, Computer Vision, NLP, Agile"
180,Data Analyst,"We are looking for a Data Analyst with experience in Spark, CI/CD, Scrum, Kubernetes, AWS. The candidate will be responsible for designing, developing, and deploying applications.","Spark, CI/CD, Scrum, Kubernetes, AWS"
181,DevOps Engineer,"We are looking for a DevOps Engineer with experience in Hadoop, PyTorch, Flask, Spark. The candidate will be responsible for designing, developing, and deploying applications.","Hadoop, PyTorch, Flask, Spark"
182,Data Scientist,"We are looking for a Data Scientist with experience in Azure, Scrum, C++, Computer Vision, Spark, Java. The candidate will be responsible for designing, developing, and deploying applications.","Azure, Scrum, C++, Computer Vision, Spark, Java"
